,Review,Rating
27,"[[('melhor', 'ADJ'), ('app', 'NOUN')], [('pod', 'VERB'), ('mostr', 'VERB'), ('temp', 'NOUN'), ('real', 'ADJ'), ('jog', 'NOUN'), ('curs', 'NOUN')]]",5
28,"[[('mt', 'NOUN'), ('bom', 'ADJ'), ('melhor', 'ADJ'), ('futebol', 'NOUN'), ('brasil', 'ADJ')]]",5
29,"[[('very', 'NOUN'), ('good', 'NOUN')]]",5
30,"[[('very', 'NOUN'), ('good', 'NOUN')]]",5
31,"[[('great', 'NOUN')]]",4
32,"[[('atend', 'VERB'), ('expect', 'NOUN')], [('simpl', 'ADJ'), ('obje', 'NOUN')]]",5
33,"[[('falt', 'VERB'), ('sab', 'VERB'), ('jog', 'NOUN'), ('&', 'NOUN'), ('quot', 'NOUN'), ('interval', 'NOUN'), ('quot', 'NOUN'), ('&', 'NOUN'), ('quot', 'NOUN'), ('encer', 'VERB'), ('&', 'NOUN'), ('quot', 'NOUN')]]",4
34,"[[('é', 'VERB'), ('bom', 'ADJ'), ('paci', 'NOUN'), ('receb', 'VERB'), ('phishing', 'NOUN'), ('whatsapp', 'NOUN'), ('mand', 'VERB')]]",3
35,"[[('ult', 'ADJ'), ('atual', 'NOUN'), ('fic', 'VERB'), ('melhor', 'ADJ')]]",5
36,"[[('era', 'VERB'), ('bom', 'ADJ'), ('atual', 'NOUN'), ('fic', 'VERB'), ('melhor', 'ADJ')], []]",5
37,"[[('melhor', 'ADJ'), ('campeonat', 'NOUN'), ('brasil', 'ADJ'), ('ja', 'NOUN'), ('utiliz', 'VERB'), ('telefon', 'NOUN')], []]",5
38,"[[('ótim', 'ADJ'), ('aplic', 'ADJ')], [('ótim', 'ADJ'), ('design', 'NOUN')], [('parabém', 'NOUN')]]",5
39,"[[('yeah', 'NOUN')]]",5
40,"[[('ótim', 'ADJ'), ('quer', 'VERB'), ('inform', 'NOUN'), ('assist', 'NOUN'), ('gol', 'NOUN'), ('inform', 'NOUN'), ('jog', 'NOUN'), ('estatís', 'NOUN'), ('roub', 'VERB'), ('bol', 'NOUN')], [('ser', 'VERB'), ('perfeit', 'ADJ'), ('ter', 'VERB'), ('pens', 'VERB'), ('jog', 'NOUN'), ('cartol', 'NOUN')]]",4
41,"[[('great', 'NOUN')], []]",5
42,"[[('very', 'NOUN'), ('useful', 'NOUN')]]",4
43,"[[('mostr', 'VERB'), ('temp', 'NOUN'), ('jog', 'NOUN'), ('ja', 'NOUN'), ('acab', 'VERB')]]",1
44,"[[('cool', 'NOUN')]]",4
45,"[[('atualização.', 'NOUN'), ('vez', 'NOUN'), ('dá', 'VERB'), ('delay', 'NOUN'), ('atual', 'NOUN'), ('mostr', 'VERB'), ('inf', 'NOUN'), ('gol', 'NOUN'), ('part', 'NOUN')]]",4
46,[[]],5
47,"[[('propõ', 'VERB')]]",5
48,"[[('zenfon', 'NOUN'), ('5go..ót', 'ADJ')], [('app', 'NOUN')]]",5
49,"[[('ótimo.entreg', 'VERB'), ('promet', 'VERB'), ('simpl', 'ADJ'), ('obje', 'NOUN')]]",5
50,"[[('bom', 'ADJ')]]",5
51,"[[('tooooooooooop.muuuuit', 'NOUN'), ('booommmmmmmmmmm', 'NOUN')]]",5
52,"[[('bom.c', 'NOUN'), ('nao', 'NOUN'), ('bug', 'NOUN'), ('celul', 'ADJ'), ('otim', 'ADJ'), ('indic', 'ADJ')]]",5
53,"[[('excelente..atualiz', 'VERB'), ('rápid', 'ADJ'), ('interfac', 'NOUN'), ('func', 'NOUN'), ('prát', 'NOUN')], [('parabém', 'NOUN')]]",5
54,"[[('bom', 'ADJ')], [('informaco', 'NOUN'), ('temp', 'NOUN'), ('real', 'ADJ')]]",5
55,"[[('show.app', 'NOUN'), ('bom', 'ADJ')]]",5
56,"[[('bom', 'ADJ')]]",4
57,"[[('otimo.ot', 'ADJ')]]",5
58,"[[('est', 'VERB'), ('ótimo.falt', 'NOUN'), ('excel', 'ADJ')], [('sugir', 'NOUN'), ('melhor', 'VERB'), ('part', 'NOUN'), ('notíc', 'NOUN'), ('inclu', 'VERB'), ('inform', 'NOUN'), ('bid', 'NOUN'), ('exempl', 'NOUN')]]",4
59,"[[('bom.simpl', 'NOUN'), ('pra', 'ADJ')]]",5
60,"[[('sports.ok', 'NOUN')]]",3
61,"[[('ótimo.muit', 'NOUN'), ('bom', 'ADJ'), ('gost', 'VERB'), ('parabém', 'NOUN')]]",4
62,"[[('voc', 'NOUN'), ('é', 'VERB'), ('curintianu', 'NOUN')], [('.tabel', 'NOUN'), ('atualiz', 'VERB'), ('seu', 'NOUN'), ('tim', 'NOUN'), ('ja', 'NOUN'), ('som', 'VERB'), ('pont', 'NOUN'), ('dia', 'NOUN'), ('atualizou..sham', 'NOUN'), ('sham', 'NOUN'), ('on', 'NOUN'), ('you', 'NOUN'), ('broth', 'NOUN'), ('minglin', 'NOUN'), ('kkkkk', 'NOUN')]]",1
63,"[[('melhor', 'ADJ'), ('q', 'NOUN'), ('app', 'NOUN'), ('sportv.tabel', 'NOUN'), ('classific', 'NOUN'), ('td', 'NOUN'), ('atual', 'VERB'), ('excess', 'NOUN'), ('public', 'NOUN')], [('parabém', 'NOUN')], [('😉', 'NOUN')]]",5
64,"[[('par', 'VERB'), ('atual', 'VERB'), ('funcion', 'VERB'), ('use', 'VERB'), ('ano', 'NOUN'), ('par', 'VERB')]]",1
65,"[[('good.very', 'NOUN'), ('very', 'NOUN'), ('good', 'NOUN')]]",5
66,"[[('so', 'NOUN'), ('ach', 'VERB'), ('q', 'NOUN'), ('x', 'NOUN'), ('atualizaca', 'NOUN'), ('dad', 'NOUN')]]",3
67,"[[('prát', 'ADJ')]]",5
68,"[[('app', 'NOUN'), ('bom', 'ADJ'), ('efici', 'ADJ')], [('merec', 'VERB'), ('estrel', 'NOUN')]]",5
69,"[[('parabéns.app', 'NOUN'), ('bom', 'ADJ'), ('inform', 'NOUN'), ('jog', 'NOUN'), ('parabém', 'NOUN')]]",5
70,"[[('falt', 'VERB'), ('adicion', 'VERB'), ('canal', 'NOUN'), ('tv', 'NOUN'), ('irã', 'VERB'), ('transmit', 'VERB'), ('jog', 'NOUN')]]",4
71,"[[('aqu', 'NOUN'), ('galoooooo.doidoo', 'NOUN')]]",5
72,"[[('bom..lev', 'VERB'), ('intui', 'ADJ'), ('inform', 'NOUN'), ('necessár', 'ADJ')], [('avalanch', 'NOUN'), ('advertising', 'NOUN')], [('parabém', 'NOUN')]]",5
73,"[[('bom..', 'NOUN')]]",5
74,"[[('bom.interfac', 'NOUN'), ('boa', 'ADJ')]]",4
75,"[[('.asser', 'ADJ'), ('inform', 'NOUN'), ('interfac', 'NOUN'), ('perfeit', 'VERB')], [('st', 'NOUN')]]",5
76,"[[('fantas', 'ADJ')]]",5
77,"[[('so', 'NOUN'), ('falt', 'NOUN'), ('coloc', 'VERB'), ('campeonatos.muit', 'NOUN'), ('bom', 'ADJ'), ('app', 'NOUN')], [('campeonat', 'NOUN'), ('melhor', 'ADJ')], [('✌', 'NOUN')]]",4
78,"[[('brasile', 'VERB'), ('séri', 'NOUN'), ('b.nic', 'NOUN'), ('app', 'NOUN')]]",5
79,"[[('bom', 'ADJ')], [('.facilit', 'VERB'), ('cois', 'NOUN'), ('qu', 'VERB'), ('acompanh', 'VERB'), ('brasile', 'VERB')]]",5
80,"[[('🗝️.bom', 'NOUN'), ('dimais', 'NOUN')]]",5
81,"[[('parabém', 'NOUN'), ('gui.show', 'NOUN')]]",5
82,"[[('é', 'VERB'), ('bom', 'ADJ')], [('atual', 'NOUN'), ('rápid', 'ADJ'), ('part', 'NOUN'), ('classific', 'NOUN')]]",5
83,"[[('bom', 'ADJ')], [('gost', 'VERB'), ('fácil', 'ADJ'), ('us', 'VERB'), ('top', 'ADJ')]]",5
84,"[[('app', 'NOUN'), ('bom', 'ADJ'), ('precis', 'VERB'), ('melhorar..', 'NOUN'), ('interess', 'VERB'), ('acontec', 'VERB'), ('séri', 'NOUN'), ('b', 'NOUN'), ('inic', 'VERB'), ('jog', 'NOUN'), ('dest', 'NOUN'), ('divis', 'NOUN')], [('fat', 'NOUN'), ('dia', 'NOUN'), ('dar', 'VERB'), ('opç', 'NOUN'), ('escolh', 'VERB'), ('notic', 'NOUN'), ('qu', 'VERB'), ('receb', 'VERB'), ('ajud', 'VERB'), ('pi', 'ADJ'), ('opç', 'NOUN'), ('ativar/desativ', 'VERB'), ('notific', 'NOUN')], [('opç', 'NOUN'), ('volt', 'VERB'), ('dar', 'VERB'), ('estrel', 'NOUN')]]",3
85,"[[('porq', 'NOUN'), ('fic', 'NOUN'), ('vend', 'VERB'), ('vascu', 'NOUN'), ('dia', 'NOUN'), ('kkkk', 'NOUN')]]",5
86,"[[('bom.ach', 'NOUN'), ('pod', 'VERB'), ('inclu', 'VERB'), ('statu', 'NOUN'), ('part', 'NOUN'), ('and', 'NOUN'), ('interval', 'NOUN'), ('encerr', 'VERB')]]",5
87,"[[('redond', 'NOUN')]]",5
88,"[[('ótim', 'ADJ'), ('app.func', 'NOUN')]]",5
89,"[[('baum', 'NOUN'), ('d+', 'ADJ')]]",5
90,"[[('inform', 'NOUN')]]",5
91,"[[('otim', 'ADJ'), ('falt', 'VERB'), ('opç', 'NOUN'), ('escolh', 'VERB'), ('club', 'NOUN'), ('coraçã', 'NOUN')], []]",5
92,"[[('bom', 'ADJ')]]",4
93,"[[('app.very', 'NOUN'), ('much', 'NOUN')]]",5
94,"[[('bom', 'ADJ'), ('complet', 'VERB')]]",5
95,"[[('good.muit', 'NOUN'), ('bom', 'ADJ'), ('app', 'NOUN')]]",5
96,"[[('sant', 'NOUN'), ('cruz', 'NOUN'), ('x', 'NOUN'), ('cruz', 'NOUN'), ('25/05.cad', 'NOUN'), ('result', 'NOUN')], []]",1
97,"[[('excelente.b', 'NOUN'), ('feit', 'VERB'), ('fácil', 'ADJ'), ('utiliz', 'VERB')]]",5
98,"[[('aplicativo.parab', 'NOUN'), ('desenvolv', 'NOUN'), ('complet', 'ADJ')]]",5
99,"[[('brasil', 'NOUN'), ('pro.v', 'NOUN'), ('corinth', 'NOUN')]]",4
