,Review,Rating
11,"[[('cas', 'NOUN'), ('fiq', 'VERB'), ('temp', 'NOUN'), ('esper', 'VERB'), ('e-mail', 'NOUN'), ('cheg', 'VERB'), ('caix', 'NOUN'), ('correi', 'NOUN'), ('eletrôn', 'ADJ'), ('fiq', 'VERB'), ('assust', 'VERB'), ('pens', 'VERB'), ('ser', 'VERB'), ('fraud', 'NOUN')], [('recadastr', 'VERB'), ('cont', 'VERB'), ('e-mail', 'NOUN'), ('receb', 'VERB'), ('link', 'NOUN'), ('ativ', 'NOUN'), ('pens', 'VERB'), ('acess', 'VERB'), ('apresent', 'VERB'), ('mens', 'NOUN'), ('&', 'NOUN'), ('quot', 'NOUN'), ('cnh', 'NOUN'), ('possu', 'VERB'), ('qr', 'NOUN'), ('cod', 'NOUN')], [('it', 'NOUN'), ('é', 'VERB'), ('pré-requisit', 'NOUN'), ('emiss', 'NOUN'), ('cnh', 'NOUN'), ('digit', 'NOUN'), ('quot', 'NOUN')], [('cnh', 'NOUN'), ('renov', 'VERB'), ('temp', 'NOUN'), ('esper', 'VERB'), ('próx', 'ADJ'), ('renov', 'NOUN'), ('ter', 'VERB'), ('acess', 'NOUN'), ('ver', 'NOUN'), ('digit', 'ADJ')]]",1
12,"[[('adiant', 'VERB'), ('cri', 'VERB'), ('cnh', 'NOUN'), ('digit', 'ADJ'), ('cadastr', 'VERB'), ('é', 'VERB'), ('burocrac', 'NOUN')]]",1
13,"[[('fui', 'VERB'), ('detran', 'NOUN'), ('faz', 'VERB'), ('cadastr', 'NOUN')], [('assin', 'VERB'), ('papel', 'NOUN'), ('cert', 'ADJ')], [('tent', 'VERB'), ('ativ', 'VERB'), ('cadastr', 'NOUN'), ('sit', 'NOUN'), ('diz', 'VERB'), ('dev', 'VERB'), ('faz', 'VERB'), ('cadastr', 'NOUN'), ('detran.', 'NOUN')], [('volt', 'VERB'), ('detran', 'NOUN'), ('tô', 'NOUN')], [('certific', 'NOUN'), ('digit', 'ADJ'), ('brasil', 'NOUN'), ('possu', 'VERB')], [('conheç', 'VERB')], [], [('é', 'VERB'), ('facil', 'VERB'), ('dificult', 'VERB')], [('banc', 'NOUN'), ('receit', 'NOUN'), ('feder', 'NOUN'), ('ped', 'VERB')], [('burocrac', 'NOUN'), ('é', 'VERB')], []]",1
14,"[[('lix', 'NOUN')], [('ativ', 'VERB'), ('email', 'NOUN'), ('reconhec', 'VERB')], [('faz', 'VERB'), ('func', 'NOUN'), ('é', 'VERB'), ('bom', 'ADJ'), ('ne', 'NOUN')]]",1
15,"[[], [('dev', 'VERB'), ('ter', 'VERB'), ('invest', 'VERB'), ('milhã', 'NOUN'), ('dess', 'VERB'), ('tip', 'NOUN'), ('faz', 'VERB'), ('cadastr', 'NOUN'), ('via', 'VERB'), ('web', 'NOUN'), ('burocrá', 'ADJ')], [('fic', 'VERB'), ('clar', 'ADJ'), ('certificado..', 'NOUN')]]",1
16,"[[('download', 'NOUN'), ('tr', 'VERB'), ('%', 'NOUN'), ('avanç', 'VERB')]]",1
17,"[[('ide', 'NOUN'), ('boa', 'ADJ'), ('principi', 'NOUN'), ('app', 'NOUN'), ('é', 'VERB'), ('desenh', 'VERB'), ('desenvolv', 'VERB'), ('vez', 'NOUN'), ('tr', 'VERB'), ('págin', 'NOUN'), ('entr', 'NOUN'), ('mens', 'NOUN'), ('crip', 'ADJ'), ('orient', 'VERB'), ('usu', 'NOUN'), ('cnh', 'NOUN'), ('tend', 'VERB'), ('qrcod', 'NOUN'), ('é', 'VERB'), ('obrigatóri', 'NOUN'), ('ir', 'VERB'), ('detran', 'NOUN'), ('ter', 'VERB'), ('assinat', 'NOUN'), ('digit', 'ADJ'), ('valid', 'NOUN')], [('é', 'VERB'), ('aceit', 'VERB'), ('circunst', 'NOUN'), ('document', 'NOUN'), ('identific', 'NOUN'), ('est', 'NOUN'), ('emiss', 'NOUN'), ('sp', 'NOUN')]]",2
18,"[[('medíocr', 'ADJ')], [('func', 'VERB')], [('faz', 'VERB'), ('login', 'NOUN'), ('cim', 'NOUN'), ('tr', 'VERB'), ('tod', 'NOUN'), ('vez', 'NOUN')], [('típic', 'ADJ'), ('cois', 'NOUN'), ('govern', 'NOUN'), ('brasil', 'ADJ')], [('desist', 'NOUN')]]",1
19,"[[('consegu', 'VERB'), ('log', 'VERB'), ('vai', 'VERB'), ('ter', 'VERB'), ('enfrent', 'VERB'), ('fil', 'NOUN'), ('detran', 'NOUN')], [('burocrac', 'NOUN'), ('vc', 'NOUN'), ('conseg', 'VERB')]]",1
20,"[[('ótim', 'ADJ')]]",5
21,"[[('ciretran', 'NOUN'), ('sab', 'VERB'), ('ser', 'VERB'), ('feit', 'VERB')], [('abr', 'VERB'), ('reclam', 'NOUN'), ('ir', 'VERB'), ('vez', 'NOUN'), ('descobr', 'VERB'), ('dispon', 'ADJ'), ('sp', 'NOUN')], [('absurd', 'NOUN')], [('públic', 'NOUN'), ('func', 'VERB'), ('país', 'NOUN'), ('faz', 'VERB'), ('propagand', 'NOUN'), ('engan', 'ADJ')]]",1
22,"[[('exist', 'VERB'), ('milhã', 'NOUN'), ('man', 'NOUN'), ('cadastr', 'VERB'), ('inform', 'NOUN'), ('necess', 'NOUN'), ('enfrent', 'VERB'), ('fil', 'NOUN'), ('ir', 'VERB'), ('detran', 'NOUN'), ('obt', 'VERB'), ('certific', 'VERB'), ('digit', 'ADJ')], [('aparelh', 'NOUN'), ('possu', 'VERB'), ('reconhec', 'NOUN'), ('digit', 'ADJ'), ('detran', 'NOUN'), ('reconhec', 'NOUN'), ('rost', 'NOUN'), ('câm', 'NOUN'), ('detran', 'NOUN'), ('fot', 'NOUN')], [('serviç', 'NOUN'), ('pod', 'VERB'), ('ser', 'VERB'), ('prát', 'ADJ'), ('efici', 'ADJ'), ('torna-s', 'NOUN'), ('difícil', 'ADJ'), ('ineficaz', 'ADJ')], [('sugir', 'NOUN'), ('rev', 'VERB'), ('inform', 'NOUN')], [('últ', 'ADJ'), ('renov', 'VERB'), ('cart', 'NOUN'), ('faz', 'VERB'), ('mes', 'NOUN'), ('fiz', 'VERB'), ('pergunt', 'NOUN'), ('email', 'NOUN'), ('telefon', 'NOUN')], [('liber', 'VERB')], [('grat', 'NOUN')]]",1
23,"[[('precis', 'VERB'), ('enfrent', 'VERB'), ('fil', 'NOUN'), ('obt', 'VERB'), ('dad', 'NOUN'), ('login', 'NOUN')], [('sacan', 'NOUN')], []]",1
24,"[[('uso', 'NOUN'), ('cnh', 'NOUN'), ('aparec', 'VERB'), ('frent', 'NOUN'), ('vers', 'NOUN')], [('consig', 'VERB'), ('digit', 'VERB'), ('pin', 'NOUN'), ('entr', 'NOUN'), ('dev', 'VERB'), ('aparec', 'VERB'), ('cnh', 'NOUN'), ('branc', 'NOUN')], [('resolv', 'VERB')], [('consegu', 'VERB'), ('faz', 'VERB'), ('volt', 'VERB')], [('consegu', 'VERB'), ('reproduz', 'VERB'), ('bug', 'NOUN')], [('verifiqu', 'VERB'), ('falh', 'NOUN'), ('ped', 'VERB'), ('cnh', 'NOUN'), ('consegu', 'VERB'), ('apresent', 'VERB'), ('falh', 'NOUN'), ('aplic', 'ADJ'), ('quer', 'VERB'), ('sab', 'VERB'), ('vai', 'VERB'), ('pag', 'VERB'), ('mult', 'NOUN')]]",2
25,"[[('aparec', 'VERB'), ('mens', 'NOUN'), ('&', 'NOUN'), ('quot', 'NOUN'), ('err', 'VERB'), ('inesper', 'ADJ'), ('&', 'NOUN'), ('quot', 'NOUN'), ('tent', 'VERB'), ('log', 'VERB')], [('diss', 'NOUN'), ('é', 'VERB'), ('boa', 'ADJ'), ('inici', 'NOUN')]]",2
26,"[[('péss', 'ADJ'), ('inici', 'NOUN')], []]",1
27,"[[('é', 'VERB'), ('digit', 'ADJ'), ('peg', 'VERB'), ('fil', 'NOUN'), ('atend', 'NOUN'), ('presenc', 'ADJ'), ('detran', 'NOUN'), ('app', 'NOUN'), ('inútil', 'ADJ'), ('ide', 'NOUN'), ('é', 'VERB'), ('fug', 'VERB'), ('burocrac', 'NOUN')], [('quis', 'VERB'), ('faz', 'VERB'), ('certific', 'NOUN'), ('digit', 'ADJ'), ('pag', 'VERB'), ('r', 'NOUN'), ('val', 'VERB'), ('ano', 'NOUN')]]",1
28,"[[('imposs', 'ADJ'), ('cidad', 'NOUN'), ('conhec', 'NOUN'), ('ti', 'NOUN'), ('cadastr', 'VERB'), ('cnh', 'NOUN'), ('so', 'ADJ'), ('certific', 'VERB'), ('digit', 'ADJ')], [('verific', 'NOUN'), ('desnecessár', 'ADJ')]]",1
29,"[[('format', 'VERB'), ('celul', 'ADJ'), ('tent', 'VERB'), ('acess', 'VERB'), ('aplic', 'ADJ'), ('diz', 'VERB'), ('bloqu', 'VERB'), ('disposi', 'NOUN'), ('antig', 'ADJ')], [('proced', 'NOUN'), ('cas', 'NOUN')], [('solucion', 'VERB')]]",5
30,"[[('faz', 'VERB'), ('login', 'NOUN'), ('apresent', 'VERB'), ('mens', 'NOUN'), ('falh', 'NOUN'), ('tent', 'VERB')]]",1
31,"[[('seman', 'NOUN'), ('tent', 'VERB'), ('acess', 'VERB'), ('soh', 'NOUN'), ('aparec', 'VERB'), ('mens', 'NOUN'), ('quot', 'NOUN'), ('serviç', 'NOUN'), ('quot', 'NOUN')]]",1
32,"[[('uf', 'NOUN'), ('cadastr', 'VERB'), ('são', 'VERB'), ('paul', 'NOUN'), ('send', 'VERB'), ('cidad', 'NOUN'), ('grand', 'ADJ'), ('est', 'VERB'), ('cadastr', 'VERB'), ('é', 'VERB'), ('atras', 'NOUN'), ('né', 'NOUN')]]",1
33,"[[('vc', 'NOUN'), ('precis', 'VERB'), ('ir', 'VERB'), ('detran', 'NOUN'), ('val', 'VERB'), ('pen', 'NOUN')]]",1
34,"[[('consegu', 'VERB'), ('faz', 'VERB'), ('login', 'NOUN'), ('ped', 'VERB'), ('qr', 'NOUN'), ('cod', 'NOUN'), ('const', 'VERB'), ('cnh', 'NOUN')], [('proced', 'VERB')]]",1
35,"[[('ridicul', 'NOUN'), ('diz', 'VERB'), ('precis', 'VERB'), ('peg', 'VERB'), ('fil', 'NOUN'), ('detran', 'NOUN'), ('&', 'NOUN'), ('quot', 'NOUN'), ('bast', 'VERB'), ('&', 'NOUN'), ('quot', 'NOUN'), ('ter', 'VERB'), ('certific', 'NOUN'), ('digit', 'ADJ')], [('é', 'VERB'), ('difícil', 'ADJ'), ('ter', 'VERB'), ('geral', 'ADJ'), ('é', 'VERB'), ('car', 'ADJ')], [('cont', 'NOUN'), ('bancár', 'ADJ'), ('abert', 'VERB'), ('pass', 'NOUN'), ('verific', 'NOUN'), ('serv', 'VERB'), ('filtr', 'NOUN'), ('sab', 'NOUN'), ('fot', 'NOUN'), ('document', 'NOUN'), ('pessoal', 'ADJ'), ('fot', 'NOUN'), ('tip', 'NOUN'), ('quot', 'NOUN'), ('selfi', 'NOUN'), ('quot', 'NOUN'), ('instantâne', 'ADJ'), ('banc', 'NOUN'), ('pod', 'VERB'), ('ser', 'VERB'), ('ped', 'NOUN'), ('filtr', 'NOUN'), ('analis', 'VERB'), ('pesso', 'NOUN'), ('valid', 'VERB')], [('dad', 'NOUN'), ('pessoal', 'ADJ'), ('pod', 'VERB'), ('ser', 'VERB'), ('utiliz', 'VERB'), ('pode-s', 'NOUN'), ('adicion', 'VERB'), ('senh', 'NOUN'), ('aplic', 'ADJ'), ('form', 'NOUN'), ('cas', 'NOUN'), ('roub', 'NOUN'), ('acess', 'NOUN'), ('vers', 'NOUN'), ('digit', 'ADJ')]]",1
36,"[[('banc', 'NOUN'), ('dad', 'NOUN')]]",1
37,"[[('mg', 'NOUN'), ('nao', 'NOUN'), ('ta', 'NOUN'), ('liber', 'VERB'), ('fal', 'VERB'), ('&', 'NOUN'), ('quot', 'NOUN'), ('uf', 'NOUN'), ('nao', 'NOUN'), ('liber', 'VERB'), ('&', 'NOUN'), ('quot', 'NOUN')]]",1
38,"[[('parabém', 'NOUN'), ('tim', 'NOUN'), ('respost', 'NOUN'), ('paci', 'NOUN'), ('usu', 'NOUN'), ('raiv', 'NOUN'), ('entend', 'VERB'), ('ofic', 'ADJ'), ('pod', 'VERB'), ('pass', 'VERB'), ('cim', 'NOUN'), ('burocrac', 'NOUN'), ('exist', 'ADJ')], [('insatisfeit', 'ADJ'), ('burocrac', 'NOUN'), ('é', 'VERB'), ('compreens', 'ADJ'), ('critiqu', 'VERB')], [('dev', 'VERB'), ('ter', 'VERB'), ('avali', 'NOUN'), ('ruim', 'ADJ'), ('fiz', 'VERB'), ('propõ', 'VERB'), ('faz', 'VERB')]]",5
39,"[[('funcion', 'VERB')], [('precis', 'VERB'), ('confirm', 'VERB'), ('dad', 'NOUN'), ('detran', 'NOUN'), ('ativ', 'VERB')], [('sugir', 'NOUN'), ('acess', 'NOUN'), ('impress', 'NOUN'), ('digit', 'ADJ'), ('vai', 'VERB'), ('fic', 'VERB'), ('prát', 'ADJ')]]",5
40,"[[('ide', 'NOUN'), ('tá', 'VERB'), ('caminh', 'NOUN'), ('cert', 'ADJ')], [('utiliz', 'VERB'), ('país', 'NOUN'), ('mund', 'NOUN'), ('compet', 'ADJ')], [('problem', 'NOUN'), ('é', 'VERB'), ('certific', 'VERB'), ('digit', 'ADJ'), ('ter', 'VERB'), ('enfrent', 'VERB'), ('martíri', 'NOUN'), ('ir', 'VERB'), ('detran', 'NOUN'), ('é', 'VERB'), ('impens', 'ADJ'), ('test', 'VERB'), ('apresent', 'VERB'), ('vantag', 'NOUN'), ('moment', 'NOUN'), ('tecnolog', 'NOUN'), ('adoç', 'NOUN'), ('cair', 'VERB'), ('esquec', 'NOUN'), ('tent', 'NOUN'), ('atabalho', 'VERB'), ('govern', 'NOUN'), ('inov', 'VERB'), ('inov', 'VERB')], [('sab', 'VERB'), ('dia', 'NOUN')]]",1
41,"[[('cart', 'NOUN'), ('nacion', 'NOUN'), ('precis', 'VERB'), ('ades', 'NOUN'), ('estad', 'ADJ')], [('brasil', 'NOUN')], [('coloqu', 'VERB'), ('sit', 'NOUN'), ('denatran', 'NOUN'), ('est', 'NOUN'), ('ader', 'VERB'), ('alago', 'NOUN'), ('distrit', 'NOUN'), ('feder', 'NOUN')], [('porc', 'NOUN'), ('tecnolog', 'NOUN')], [('sit', 'NOUN'), ('certific', 'VERB'), ('venc', 'VERB'), ('seguranç', 'NOUN'), ('entr', 'VERB')], [('cômic', 'ADJ')], []]",1
42,"[[('falt', 'VERB'), ('padr', 'NOUN'), ('app', 'NOUN'), ('govern', 'NOUN'), ('dataprev/serpro/etc', 'NOUN')], [('ctp', 'NOUN'), ('digit', 'NOUN'), ('e-títul', 'NOUN'), ('precis', 'VERB'), ('certific', 'VERB'), ('digit', 'ADJ'), ('acess', 'VERB')], [('cnh', 'NOUN'), ('digit', 'NOUN'), ('precis', 'VERB')], [('faz', 'VERB'), ('sent', 'NOUN'), ('ter', 'VERB'), ('ir', 'VERB'), ('detran', 'NOUN'), ('valid', 'VERB'), ('acess', 'NOUN'), ('cas', 'NOUN'), ('ter', 'VERB'), ('certific', 'VERB')], [('app', 'NOUN'), ('govern', 'NOUN'), ('conseg', 'VERB'), ('coloc', 'VERB'), ('burocrac', 'NOUN')], [('incr', 'ADJ')]]",1
43,"[[('lix', 'NOUN'), ('ter', 'VERB'), ('ir', 'VERB'), ('detran', 'NOUN'), ('dia', 'NOUN'), ('abr', 'VERB'), ('cont', 'NOUN'), ('bancár', 'ADJ'), ('celul', 'ADJ'), ('eit', 'NOUN'), ('cabid', 'VERB'), ('empreg', 'NOUN')]]",1
44,"[[('ide', 'NOUN'), ('excel', 'ADJ'), ('vej', 'NOUN'), ('pen', 'NOUN'), ('poss', 'VERB'), ('utiliz', 'VERB'), ('uf', 'NOUN'), ('ader', 'VERB')]]",4
45,"[[('unfortunately', 'NOUN'), ('anoth', 'NOUN'), ('thing', 'NOUN'), ('in', 'NOUN'), ('brazil', 'NOUN'), ('which', 'NOUN'), ('doe', 'NOUN'), ('not', 'NOUN'), ('work', 'NOUN'), ('intended', 'NOUN')]]",1
46,"[[('tem', 'VERB'), ('ir', 'VERB'), ('unidad', 'NOUN'), ('detran', 'NOUN'), ('valid', 'VERB'), ('dad', 'NOUN')], [('piadaa', 'NOUN'), ('ahahah', 'NOUN')]]",1
47,"[[('tenh', 'VERB'), ('enfrent', 'VERB'), ('meg', 'NOUN'), ('fil', 'NOUN'), ('detran', 'NOUN'), ('ter', 'VERB'), ('cnh', 'NOUN'), ('celul', 'ADJ')], [('obrigatóri', 'NOUN'), ('perd', 'NOUN'), ('min', 'NOUN'), ('precios', 'ADJ'), ('dia', 'NOUN'), ('analis', 'VERB')], [('tô', 'NOUN')], []]",1
48,"[[('facil', 'VERB'), ('dificult', 'VERB')]]",1
49,"[[('ux', 'NOUN'), ('prejudic', 'VERB'), ('necess', 'NOUN'), ('ter', 'VERB'), ('ir', 'VERB'), ('detran', 'NOUN')]]",1
50,"[[('ter', 'VERB'), ('ir', 'VERB'), ('unidad', 'NOUN'), ('detran', 'NOUN'), ('confirm', 'VERB'), ('e-mail', 'NOUN'), ('telefon', 'NOUN'), ('é', 'VERB'), ('séri', 'ADJ')], [('intuit', 'NOUN'), ('é', 'VERB'), ('modern', 'VERB'), ('ach', 'VERB'), ('faz', 'VERB'), ('err', 'VERB')], [('pod', 'VERB'), ('ser', 'VERB'), ('resolv', 'VERB'), ('e-mail', 'NOUN'), ('telefon', 'NOUN'), ('venh', 'VERB'), ('histór', 'NOUN'), ('é', 'VERB'), ('seguranç', 'NOUN')], [('é', 'VERB'), ('pass', 'NOUN'), ('frent', 'NOUN')], [('retrocess', 'NOUN'), ('total', 'ADJ'), ('sr', 'NOUN')], [('desenvolv', 'NOUN'), ('avis', 'VERB'), ('detran', 'NOUN'), ('modern', 'NOUN'), ('aplic', 'VERB'), ('dess', 'VERB'), ('jeit', 'NOUN')]]",2
51,"[[('ruin', 'NOUN'), ('am', 'NOUN'), ('deu', 'NOUN'), ('car', 'NOUN'), ('faz', 'VERB'), ('aplic', 'ADJ'), ('val', 'VERB'), ('pen', 'NOUN')]]",1
52,"[[('hor', 'NOUN'), ('realiz', 'VERB'), ('login', 'NOUN'), ('apresent', 'VERB'), ('mens', 'NOUN'), ('err', 'VERB'), ('inesper', 'VERB')], [('únic', 'ADJ'), ('opç', 'NOUN'), ('aparec', 'VERB'), ('é', 'VERB'), ('bot', 'VERB'), ('entend', 'VERB')], [('entend', 'VERB'), ('bodeg', 'VERB'), ('sei', 'VERB'), ('log', 'NOUN')]]",2
53,"[[('é', 'VERB'), ('possível', 'ADJ'), ('abr', 'VERB'), ('cont', 'NOUN'), ('bancár', 'ADJ'), ('celul', 'ADJ'), ('esf', 'NOUN'), ('públic', 'ADJ'), ('tent', 'VERB'), ('inov', 'VERB'), ('esb', 'NOUN'), ('burocrac', 'NOUN'), ('est', 'NOUN')], [('pagu', 'VERB'), ('vou', 'VERB'), ('detran', 'NOUN'), ('fiq', 'VERB'), ('hor', 'NOUN'), ('fil', 'NOUN'), ('sai', 'VERB'), ('pag', 'VERB'), ('tax', 'NOUN'), ('dae', 'NOUN')], [('serpr', 'NOUN'), ('pod', 'VERB'), ('desenvolv', 'VERB'), ('soluç', 'NOUN'), ('envi', 'VERB'), ('códig', 'NOUN'), ('correi', 'NOUN'), ('resid', 'NOUN'), ('cadastr', 'VERB'), ('detran', 'NOUN'), ('ativ', 'VERB'), ('cadastr', 'NOUN')]]",1
54,"[[('burocrá', 'ADJ'), ('precis', 'VERB'), ('ir', 'VERB'), ('detran', 'NOUN'), ('confirm', 'VERB'), ('dad', 'NOUN')], [('precis', 'VERB'), ('rev', 'VERB'), ('process', 'NOUN')]]",1
55,"[[('uf', 'NOUN'), ('habilit', 'VERB'), ('cnh', 'NOUN'), ('digit', 'ADJ')], [('pod', 'VERB'), ('pergunt', 'VERB'), ('car', 'NOUN'), ('uf', 'NOUN'), ('inform', 'VERB'), ('q', 'NOUN'), ('dispon', 'ADJ')], [('desenvolv', 'VERB')]]",1
56,"[[('adiant', 'VERB'), ('pod', 'NOUN'), ('us', 'VERB'), ('celul', 'ADJ'), ('ir', 'VERB'), ('detran', 'NOUN'), ('valid', 'VERB')], [('melhor', 'ADJ'), ('us', 'VERB'), ('via', 'NOUN'), ('físic', 'ADJ')]]",1
57,"[[('inov', 'ADJ'), ('propost', 'NOUN')], [('eh', 'NOUN'), ('precis', 'ADJ'), ('rev', 'VERB'), ('process', 'NOUN')], [('depend', 'VERB'), ('liber', 'NOUN'), ('sit', 'NOUN'), ('pod', 'NOUN'), ('acess', 'VERB')], [('dev', 'VERB'), ('ser', 'VERB')], [('enxug', 'VERB'), ('process', 'NOUN'), ('cri', 'VERB'), ('aplic', 'ADJ'), ('serviç', 'NOUN'), ('denatran', 'NOUN'), ('interess', 'ADJ')], [('diss', 'NOUN'), ('consegu', 'VERB'), ('liber', 'VERB'), ('acess', 'NOUN'), ('sistem', 'NOUN'), ('diz', 'VERB'), ('tá', 'VERB'), ('indispon', 'ADJ')], [('consegu', 'VERB'), ('diss', 'VERB'), ('ser', 'VERB'), ('liber', 'VERB'), ('detran', 'NOUN')], [('perd', 'VERB'), ('temp', 'NOUN'), ('ir', 'VERB'), ('detran', 'NOUN'), ('ter', 'VERB'), ('cnh', 'NOUN'), ('celul', 'ADJ')], [], [('complic', 'VERB')], [('facil', 'VERB'), ('deix', 'VERB'), ('confus', 'NOUN')], [('consider', 'VERB'), ('rev', 'VERB'), ('pontu', 'NOUN')]]",1
